,RecordID,StateCode,LabelerCode,ProductCode,PackageSize,PeriodCovered,FDAListName,UnitsReimbursed,NumberRx,TotalAmountReimbursed,MedicaidAmountReimbursed,Non-MedicaidAmountReimbursed
230420,MCOU,XX,63304.0,828.0,5.0,20122.0,ATORVASTAT,3958.0,132.0,15070.22,15070.22,0.0
230421,MCOU,XX,63304.0,828.0,5.0,20123.0,ATORVASTAT,14535.0,485.0,19153.48,19145.46,8.02
230422,MCOU,XX,63304.0,828.0,5.0,20124.0,ATORVASTAT,24199.0,801.0,32042.02,32039.02,3.0
230423,MCOU,XX,63304.0,828.0,90.0,20121.0,ATORVASTAT,818319.349,26972.0,3315102.54,3308320.65,6781.89
230424,MCOU,XX,63304.0,828.0,90.0,20122.0,ATORVASTAT,1056246.0,35654.0,3865405.96,3778750.72,86655.24
230425,MCOU,XX,63304.0,828.0,90.0,20123.0,ATORVASTAT,947444.0,31708.0,1416242.99,1411263.58,4979.41
230426,MCOU,XX,63304.0,828.0,90.0,20124.0,ATORVASTAT,742693.0,24620.0,876391.55,872665.31,3726.24
109165,FFSU,XX,63304.0,829.0,05,20121.0,ATORVASTAT,60.0,2.0,261.5,261.5,0.0
109166,FFSU,XX,63304.0,829.0,05,20122.0,ATORVASTAT,1024.0,33.0,4148.48,4148.48,0.0
109167,FFSU,XX,63304.0,829.0,05,20123.0,ATORVASTAT,9016.0,269.0,18002.68,17919.27,83.41
109168,FFSU,XX,63304.0,829.0,05,20124.0,ATORVASTAT,15648.0,460.0,18055.92,17828.51,227.41
109169,FFSU,XX,63304.0,829.0,90,20121.0,ATORVASTAT,410328.101,13042.0,1772657.38,1732324.86,40332.52
109170,FFSU,XX,63304.0,829.0,90,20122.0,ATORVASTAT,439416.001,13923.0,1733666.69,1694567.46,39099.23
109171,FFSU,XX,63304.0,829.0,90,20123.0,ATORVASTAT,527000.0,16125.0,898536.89,875154.91,23381.98
109172,FFSU,XX,63304.0,829.0,90,20124.0,ATORVASTAT,482721.5,14947.0,515175.57,501269.74,13905.83
230427,MCOU,XX,63304.0,829.0,5.0,20121.0,ATORVASTAT,180.0,6.0,789.1,789.1,0.0
230428,MCOU,XX,63304.0,829.0,5.0,20122.0,ATORVASTAT,2789.0,94.0,9675.34,9675.34,0.0
230429,MCOU,XX,63304.0,829.0,5.0,20123.0,ATORVASTAT,15960.0,534.0,21365.58,21358.58,7.0
230430,MCOU,XX,63304.0,829.0,5.0,20124.0,ATORVASTAT,27420.0,910.0,36828.55,36810.55,18.0
230431,MCOU,XX,63304.0,829.0,90.0,20121.0,ATORVASTAT,754654.186,25137.0,3113680.82,3107196.1,6484.72
230432,MCOU,XX,63304.0,829.0,90.0,20122.0,ATORVASTAT,1158168.3,39709.0,4389646.72,4322952.0,66694.72
230433,MCOU,XX,63304.0,829.0,90.0,20123.0,ATORVASTAT,1036917.7,34770.0,1525235.24,1518680.05,6555.19
230434,MCOU,XX,63304.0,829.0,90.0,20124.0,ATORVASTAT,824939.0,27198.0,962434.6,958812.15,3622.45
109173,FFSU,XX,63304.0,830.0,05,20122.0,ATORVASTAT,60.0,2.0,262.33,262.33,0.0
109174,FFSU,XX,63304.0,830.0,05,20123.0,ATORVASTAT,1905.0,57.0,3768.7,3732.4,36.3
109175,FFSU,XX,63304.0,830.0,05,20124.0,ATORVASTAT,3511.0,105.0,4418.29,4414.97,3.32
109176,FFSU,XX,63304.0,830.0,90,20121.0,ATORVASTAT,217088.0,7211.0,930456.08,904635.39,25820.69
109177,FFSU,XX,63304.0,830.0,90,20122.0,ATORVASTAT,225989.0,7489.0,871167.67,856979.63,14188.04
109178,FFSU,XX,63304.0,830.0,90,20123.0,ATORVASTAT,257931.0,8195.0,396278.18,387377.49,8900.69
109179,FFSU,XX,63304.0,830.0,90,20124.0,ATORVASTAT,261106.5,8183.0,270572.47,263001.98,7570.49
230435,MCOU,XX,63304.0,830.0,5.0,20122.0,ATORVASTAT,90.0,3.0,405.99,405.99,0.0
230436,MCOU,XX,63304.0,830.0,5.0,20123.0,ATORVASTAT,6165.0,202.0,8721.51,8721.51,0.0
230437,MCOU,XX,63304.0,830.0,5.0,20124.0,ATORVASTAT,12075.0,408.0,15463.67,15463.67,0.0
230438,MCOU,XX,63304.0,830.0,90.0,20121.0,ATORVASTAT,354773.46,12069.0,1483446.98,1479672.14,3774.84
230439,MCOU,XX,63304.0,830.0,90.0,20122.0,ATORVASTAT,524857.06,18341.0,1995851.62,1971383.74,24467.88
230440,MCOU,XX,63304.0,830.0,90.0,20123.0,ATORVASTAT,465858.00200000004,15922.0,703236.73,699374.67,3862.06
230441,MCOU,XX,63304.0,830.0,90.0,20124.0,ATORVASTAT,391876.001,13292.0,452585.03,450447.6,2137.43
53294,FFSU,XX,781.0,5381.0,92,20122.0,ATORVASTAT,915.0,27.0,737.35,698.76,38.59
53295,FFSU,XX,781.0,5381.0,92,20123.0,ATORVASTAT,18692.0,526.0,29551.18,29289.73,261.45
53296,FFSU,XX,781.0,5381.0,92,20124.0,ATORVASTAT,20443.0,587.0,28933.23,28693.81,239.42
178372,MCOU,XX,781.0,5381.0,92,20122.0,ATORVASTAT,1642.0,55.0,3346.36,3327.21,19.15
178373,MCOU,XX,781.0,5381.0,92,20123.0,ATORVASTAT,16376.0,571.0,15614.1,15403.97,210.13
178374,MCOU,XX,781.0,5381.0,92,20124.0,ATORVASTAT,28968.0,929.0,22747.05,22404.48,342.57
53297,FFSU,XX,781.0,5382.0,92,20122.0,ATORVASTAT,2565.0,60.0,5391.96,5195.97,195.99
53298,FFSU,XX,781.0,5382.0,92,20123.0,ATORVASTAT,24443.0,705.0,52224.61,51418.57,806.04
53299,FFSU,XX,781.0,5382.0,92,20124.0,ATORVASTAT,31179.0,905.0,52603.99,51507.51,1096.48
178375,MCOU,XX,781.0,5382.0,92,20122.0,ATORVASTAT,2595.0,87.0,5994.03,5942.56,51.47
178376,MCOU,XX,781.0,5382.0,92,20123.0,ATORVASTAT,24543.0,850.0,33539.44,33298.51,240.93
178377,MCOU,XX,781.0,5382.0,92,20124.0,ATORVASTAT,46030.0,1476.0,49356.77,48972.92,383.85
53300,FFSU,XX,781.0,5384.0,92,20122.0,ATORVASTAT,1635.0,45.0,1990.41,1972.41,18.0
53301,FFSU,XX,781.0,5384.0,92,20123.0,ATORVASTAT,23887.0,669.0,50119.18,49565.96,553.22
53302,FFSU,XX,781.0,5384.0,92,20124.0,ATORVASTAT,28351.0,813.0,43160.56,42632.94,527.62
178378,MCOU,XX,781.0,5384.0,92,20122.0,ATORVASTAT,3151.0,108.0,7475.37,7451.42,23.95
178379,MCOU,XX,781.0,5384.0,92,20123.0,ATORVASTAT,29275.0,995.0,37960.09,37521.3,438.79
178380,MCOU,XX,781.0,5384.0,92,20124.0,ATORVASTAT,44690.0,1424.0,47570.86,47211.49,359.37
53314,FFSU,XX,781.0,5388.0,92,20122.0,ATORVASTAT,525.0,16.0,993.19,984.19,9.0
53315,FFSU,XX,781.0,5388.0,92,20123.0,ATORVASTAT,8319.0,262.0,17894.56,17744.43,150.13
53316,FFSU,XX,781.0,5388.0,92,20124.0,ATORVASTAT,10318.0,313.0,15774.3,15528.41,245.89
178397,MCOU,XX,781.0,5388.0,92,20122.0,ATORVASTAT,1335.0,45.0,2730.47,2714.32,16.15
178398,MCOU,XX,781.0,5388.0,92,20123.0,ATORVASTAT,11867.0,425.0,16552.78,16302.35,250.43
178399,MCOU,XX,781.0,5388.0,92,20124.0,ATORVASTAT,18847.15,622.0,19781.86,19550.03,231.83
31047,FFSU,XX,378.0,2015.0,5,20122.0,ATORVASTAT,2121.0,72.0,2476.11,2313.37,162.74
31048,FFSU,XX,378.0,2015.0,5,20123.0,ATORVASTAT,44821.0,1553.0,44098.31,42453.4,1644.91
31049,FFSU,XX,378.0,2015.0,5,20124.0,ATORVASTAT,108884.0,3733.0,83665.97,80893.73,2772.24
31050,FFSU,XX,378.0,2015.0,77,20122.0,ATORVASTAT,4446.0,143.0,3463.9,2965.82,498.08
31051,FFSU,XX,378.0,2015.0,77,20123.0,ATORVASTAT,71134.0,2392.0,72929.27,70604.44,2324.83
31052,FFSU,XX,378.0,2015.0,77,20124.0,ATORVASTAT,160350.5,5152.0,133143.31,130395.82,2747.49
157288,MCOU,XX,378.0,2015.0,5,20122.0,ATORVASTAT,2238.0,76.0,3410.26,3410.26,0.0
157289,MCOU,XX,378.0,2015.0,5,20123.0,ATORVASTAT,22037.0,749.0,17972.78,17910.5,62.28
157290,MCOU,XX,378.0,2015.0,5,20124.0,ATORVASTAT,46355.0,1569.0,37502.16,37303.18,198.98
157291,MCOU,XX,378.0,2015.0,77,20122.0,ATORVASTAT,10987.0,365.0,15797.49,15778.99,18.5
157292,MCOU,XX,378.0,2015.0,77,20123.0,ATORVASTAT,73920.0,2493.0,61665.86,61437.56,228.3
157293,MCOU,XX,378.0,2015.0,77,20124.0,ATORVASTAT,161011.032,5381.0,128457.96,127946.97,510.99
31053,FFSU,XX,378.0,2017.0,5,20122.0,ATORVASTAT,2337.0,80.0,2804.82,2730.28,74.54
31054,FFSU,XX,378.0,2017.0,5,20123.0,ATORVASTAT,47062.5,1621.0,52432.6,50521.41,1911.19
31055,FFSU,XX,378.0,2017.0,5,20124.0,ATORVASTAT,119666.0,4113.0,119988.09,116843.14,3144.95
31056,FFSU,XX,378.0,2017.0,77,20122.0,ATORVASTAT,5386.0,177.0,8314.01,7943.35,370.66
31057,FFSU,XX,378.0,2017.0,77,20123.0,ATORVASTAT,92241.0,3076.0,124013.39,121119.74,2893.65
31058,FFSU,XX,378.0,2017.0,77,20124.0,ATORVASTAT,233109.5,7393.0,257189.24,251934.1,5255.14
157294,MCOU,XX,378.0,2017.0,5,20122.0,ATORVASTAT,2724.0,92.0,6280.0,6279.0,1.0
157295,MCOU,XX,378.0,2017.0,5,20123.0,ATORVASTAT,27380.0,935.0,29893.6,29875.1,18.5
157296,MCOU,XX,378.0,2017.0,5,20124.0,ATORVASTAT,59300.0,2041.0,67516.55,67415.69,100.86
157297,MCOU,XX,378.0,2017.0,77,20122.0,ATORVASTAT,13413.0,450.0,27334.39,27187.76,146.63
157298,MCOU,XX,378.0,2017.0,77,20123.0,ATORVASTAT,96171.0,3233.0,117170.63,116809.18,361.45
157299,MCOU,XX,378.0,2017.0,77,20124.0,ATORVASTAT,225356.94,7524.0,260830.4,259962.65,867.75
31190,FFSU,XX,378.0,2121.0,5,20122.0,ATORVASTAT,1124.0,44.0,1339.85,1296.12,43.73
31191,FFSU,XX,378.0,2121.0,5,20123.0,ATORVASTAT,27910.0,983.0,41497.29,40305.68,1191.61
31192,FFSU,XX,378.0,2121.0,5,20124.0,ATORVASTAT,60113.0,2062.0,61675.71,59632.43,2043.28
31193,FFSU,XX,378.0,2121.0,77,20122.0,ATORVASTAT,4994.0,171.0,7450.23,7106.27,343.96
31194,FFSU,XX,378.0,2121.0,77,20123.0,ATORVASTAT,92034.0,3101.0,102249.7,98122.66,4127.04
31195,FFSU,XX,378.0,2121.0,77,20124.0,ATORVASTAT,236209.5,7544.0,242805.43,236584.41,6221.02
157429,MCOU,XX,378.0,2121.0,5,20122.0,ATORVASTAT,2040.0,69.0,4775.06,4771.06,4.0
157430,MCOU,XX,378.0,2121.0,5,20123.0,ATORVASTAT,24860.0,838.0,28343.36,28244.06,99.3
157431,MCOU,XX,378.0,2121.0,5,20124.0,ATORVASTAT,53657.0,1866.0,58584.41,58447.62,136.79
157432,MCOU,XX,378.0,2121.0,77,20122.0,ATORVASTAT,11160.0,370.0,22785.41,22742.11,43.3
157433,MCOU,XX,378.0,2121.0,77,20123.0,ATORVASTAT,99462.0,3348.0,118603.9,118080.55,523.35
157434,MCOU,XX,378.0,2121.0,77,20124.0,ATORVASTAT,233343.94,7731.0,260014.37,258992.5,1021.87
31196,FFSU,XX,378.0,2122.0,5,20122.0,ATORVASTAT,180.0,6.0,108.3,106.3,2.0
31197,FFSU,XX,378.0,2122.0,5,20123.0,ATORVASTAT,7213.0,243.0,12036.99,11757.17,279.82
31198,FFSU,XX,378.0,2122.0,5,20124.0,ATORVASTAT,16071.0,516.0,18458.79,18122.62,336.17
31199,FFSU,XX,378.0,2122.0,77,20122.0,ATORVASTAT,2021.0,74.0,2556.21,2457.89,98.32
31200,FFSU,XX,378.0,2122.0,77,20123.0,ATORVASTAT,45498.0,1570.0,51468.67,49670.06,1798.61
31201,FFSU,XX,378.0,2122.0,77,20124.0,ATORVASTAT,97961.0,3215.0,108264.51,105429.21,2835.3
157435,MCOU,XX,378.0,2122.0,5,20122.0,ATORVASTAT,270.0,9.0,400.27,400.27,0.0
157436,MCOU,XX,378.0,2122.0,5,20123.0,ATORVASTAT,5636.0,197.0,6855.57,6841.57,14.0
157437,MCOU,XX,378.0,2122.0,5,20124.0,ATORVASTAT,18943.001,700.0,18225.06,18150.06,75.0
157438,MCOU,XX,378.0,2122.0,77,20122.0,ATORVASTAT,4080.0,144.0,8225.37,8178.62,46.75
157439,MCOU,XX,378.0,2122.0,77,20123.0,ATORVASTAT,40185.0,1395.0,47156.29,47044.11,112.18
157440,MCOU,XX,378.0,2122.0,77,20124.0,ATORVASTAT,91361.47,3162.0,98400.84,97924.43,476.41
9152,FFSU,XX,71.0,155.0,23,20121.0,LIPITOR 10,1225015.0,36011.0,4717966.84,4630559.15,87407.69
9153,FFSU,XX,71.0,155.0,23,20122.0,LIPITOR 10,776236.0,23744.0,3033036.82,2960548.24,72488.58
9154,FFSU,XX,71.0,155.0,23,20123.0,LIPITOR 10,449887.0,13143.0,1780324.3,1767741.92,12582.38
9155,FFSU,XX,71.0,155.0,23,20124.0,LIPITOR 10,257422.0,7359.0,1049318.85,1041861.17,7457.68
9156,FFSU,XX,71.0,155.0,34,20121.0,LIPITOR 10,13031.0,324.0,46694.04,45778.75,915.29
9157,FFSU,XX,71.0,155.0,34,20122.0,LIPITOR 10,8268.0,202.0,31763.24,31544.94,218.3
9158,FFSU,XX,71.0,155.0,34,20123.0,LIPITOR 10,5911.0,142.0,23420.25,23177.96,242.29
9159,FFSU,XX,71.0,155.0,34,20124.0,LIPITOR 10,6853.0,172.0,28132.46,27917.83,214.63
9160,FFSU,XX,71.0,155.0,40,20121.0,LIPITOR 10,4720.0,217.0,19685.27,19318.07,367.2
9161,FFSU,XX,71.0,155.0,40,20122.0,LIPITOR 10,3491.27,206.0,15005.93,14980.75,25.18
9162,FFSU,XX,71.0,155.0,40,20123.0,LIPITOR 10,2630.02,166.0,11201.47,10682.87,518.6
9163,FFSU,XX,71.0,155.0,40,20124.0,LIPITOR 10,2189.007,135.0,9436.52,9428.52,8.0
136259,MCOU,XX,71.0,155.0,23,20121.0,LIPITOR 10,124139.41,4066.0,467005.33,465870.54,1134.79
136260,MCOU,XX,71.0,155.0,23,20122.0,LIPITOR 10,85076.0,2671.0,323746.38,216734.95,107011.43
136261,MCOU,XX,71.0,155.0,23,20123.0,LIPITOR 10,38477.0,1249.0,129145.74,120295.05,8850.69
136262,MCOU,XX,71.0,155.0,23,20124.0,LIPITOR 10,16919.0,547.0,61559.57,58808.62,2750.95
136263,MCOU,XX,71.0,155.0,34,20121.0,LIPITOR 10,989.97,32.0,3580.74,3574.14,6.6
136264,MCOU,XX,71.0,155.0,34,20122.0,LIPITOR 10,1148.0,28.0,2804.4,2549.35,255.05
136265,MCOU,XX,71.0,155.0,34,20123.0,LIPITOR 10,74.0,3.0,301.26,120.57,180.69
136266,MCOU,XX,71.0,155.0,34,20124.0,LIPITOR 10,60.0,2.0,222.38,222.38,0.0
136267,MCOU,XX,71.0,155.0,40,20121.0,LIPITOR 10,129.0,11.0,14414.19,14414.19,0.0
136268,MCOU,XX,71.0,155.0,40,20122.0,LIPITOR 10,518.0,22.0,7631.43,5524.53,2106.9
136269,MCOU,XX,71.0,155.0,40,20123.0,LIPITOR 10,85.0,22.0,4636.21,4619.56,16.65
136270,MCOU,XX,71.0,155.0,40,20124.0,LIPITOR 10,36.0,28.0,2017.17,2005.13,12.04
9164,FFSU,XX,71.0,156.0,23,20121.0,LIPITOR 20,1679758.0,49451.0,9164107.45,9030663.92,133443.53
9165,FFSU,XX,71.0,156.0,23,20122.0,LIPITOR 20,1216075.5,37277.0,6710637.57,6597592.34,113045.23
9166,FFSU,XX,71.0,156.0,23,20123.0,LIPITOR 20,626207.0,18273.0,3500026.33,3479956.25,20070.08
9167,FFSU,XX,71.0,156.0,23,20124.0,LIPITOR 20,340951.0,9489.0,1943214.77,1931977.04,11237.73
9168,FFSU,XX,71.0,156.0,40,20121.0,LIPITOR 20,5393.0,239.0,31652.61,30781.86,870.75
9169,FFSU,XX,71.0,156.0,40,20122.0,LIPITOR 20,5921.0,259.0,34738.96,34449.2,289.76
9170,FFSU,XX,71.0,156.0,40,20123.0,LIPITOR 20,4839.0,230.0,26793.59,26763.59,30.0
9171,FFSU,XX,71.0,156.0,40,20124.0,LIPITOR 20,3232.0,171.0,18861.06,18847.06,14.0
9172,FFSU,XX,71.0,156.0,94,20121.0,LIPITOR 20,8143.0,208.0,42475.67,41788.46,687.21
9173,FFSU,XX,71.0,156.0,94,20122.0,LIPITOR 20,6163.0,145.0,33460.57,32704.61,755.96
9174,FFSU,XX,71.0,156.0,94,20123.0,LIPITOR 20,6140.0,142.0,34757.31,34468.09,289.22
9175,FFSU,XX,71.0,156.0,94,20124.0,LIPITOR 20,271.0,9.0,1618.97,1614.97,4.0
136271,MCOU,XX,71.0,156.0,23,20121.0,LIPITOR 20,148263.41,4871.0,796007.7,793629.58,2378.12
136272,MCOU,XX,71.0,156.0,23,20122.0,LIPITOR 20,102652.0,3262.0,564449.87,403758.67,160691.2
136273,MCOU,XX,71.0,156.0,23,20123.0,LIPITOR 20,36366.0,1175.0,185899.31,170888.63,15010.68
136274,MCOU,XX,71.0,156.0,23,20124.0,LIPITOR 20,18487.0,610.0,101008.9,100534.47,474.43
136275,MCOU,XX,71.0,156.0,40,20121.0,LIPITOR 20,121.0,5.0,698.6,698.6,0.0
136276,MCOU,XX,71.0,156.0,40,20122.0,LIPITOR 20,363.0,26.0,10451.86,8756.92,1694.94
136277,MCOU,XX,71.0,156.0,40,20123.0,LIPITOR 20,134.0,14.0,6140.35,6133.38,6.97
136278,MCOU,XX,71.0,156.0,40,20124.0,LIPITOR 20,133.0,14.0,1146.88,1146.88,0.0
136279,MCOU,XX,71.0,156.0,94,20121.0,LIPITOR 20,1169.97,36.0,5883.18,5883.18,0.0
136280,MCOU,XX,71.0,156.0,94,20122.0,LIPITOR 20,630.0,15.0,2622.13,1610.13,1012.0
136281,MCOU,XX,71.0,156.0,94,20124.0,LIPITOR TA,90.0,3.0,474.51,474.51,0.0
9176,FFSU,XX,71.0,157.0,23,20121.0,LIPITOR 40,1339791.4,40934.0,7549393.44,7431698.49,117694.95
9177,FFSU,XX,71.0,157.0,23,20122.0,LIPITOR 40,1080926.0,33607.0,5992729.7,5879047.88,113681.82
9178,FFSU,XX,71.0,157.0,23,20123.0,LIPITOR 40,535136.002,15883.0,2972737.63,2954266.26,18471.37
9179,FFSU,XX,71.0,157.0,23,20124.0,LIPITOR 40,255663.0,7351.0,1462214.9,1456035.96,6178.94
9180,FFSU,XX,71.0,157.0,40,20121.0,LIPITOR 40,5316.12,223.0,30098.07,29442.23,655.84
9181,FFSU,XX,71.0,157.0,40,20122.0,LIPITOR 40,6063.12,247.0,35396.42,35386.84,9.58
9182,FFSU,XX,71.0,157.0,40,20123.0,LIPITOR 40,3709.08,182.0,21746.77,21743.77,3.0
9183,FFSU,XX,71.0,157.0,40,20124.0,LIPITOR 40,3459.0,164.0,21667.81,21661.81,6.0
9184,FFSU,XX,71.0,157.0,73,20121.0,LIPITOR 40,29748.0,929.0,159696.94,155841.09,3855.85
9185,FFSU,XX,71.0,157.0,73,20122.0,LIPITOR 40,17930.0,561.0,97614.8,95157.93,2456.87
9186,FFSU,XX,71.0,157.0,73,20123.0,LIPITOR 40,9519.0,291.0,52970.67,52765.42,205.25
9187,FFSU,XX,71.0,157.0,73,20124.0,LIPITOR 40,5914.0,174.0,34011.28,33880.68,130.6
9188,FFSU,XX,71.0,157.0,88,20121.0,LIPITOR 40,705.0,16.0,2265.93,2192.28,73.65
9189,FFSU,XX,71.0,157.0,88,20122.0,LIPITOR 40,180.0,6.0,1000.92,997.92,3.0
9190,FFSU,XX,71.0,157.0,88,20123.0,LIPITOR 40,60.0,2.0,363.72,360.72,3.0
136282,MCOU,XX,71.0,157.0,23,20121.0,LIPITOR 40,146871.66,4970.0,909450.37,907697.53,1752.84
136283,MCOU,XX,71.0,157.0,23,20122.0,LIPITOR 40,88705.0,2871.0,539078.98,422556.29,116522.69
136284,MCOU,XX,71.0,157.0,23,20123.0,LIPITOR 40,39815.0,1324.0,207393.69,197752.77,9640.92
136285,MCOU,XX,71.0,157.0,23,20124.0,LIPITOR 40,20421.001,676.0,171300.04,170416.55,883.49
136286,MCOU,XX,71.0,157.0,40,20121.0,LIPITOR 40,35.0,6.0,10196.09,10196.09,0.0
136287,MCOU,XX,71.0,157.0,40,20122.0,LIPITOR 40,165.0,14.0,965.5,125.4,840.1
136288,MCOU,XX,71.0,157.0,40,20123.0,LIPITOR 40,72.0,12.0,35787.23,35787.23,0.0
136289,MCOU,XX,71.0,157.0,40,20124.0,LIPITOR TA,21.0,16.0,24929.81,24929.81,0.0
136290,MCOU,XX,71.0,157.0,73,20121.0,LIPITOR 40,4712.94,158.0,25736.67,25730.67,6.0
136291,MCOU,XX,71.0,157.0,73,20122.0,LIPITOR 40,1650.0,55.0,8656.93,6745.5,1911.43
136292,MCOU,XX,71.0,157.0,73,20123.0,LIPITOR 40,660.0,22.0,2450.61,1793.24,657.37
136293,MCOU,XX,71.0,157.0,73,20124.0,LIPITOR 40,480.0,10.0,2307.31,1182.67,1124.64
136294,MCOU,XX,71.0,157.0,88,20121.0,LIPITOR (A,359.91,9.0,1380.39,1380.39,0.0
136295,MCOU,XX,71.0,157.0,88,20122.0,LIPITOR 40,390.0,5.0,555.4,476.75,78.65
9191,FFSU,XX,71.0,158.0,23,20121.0,LIPITOR 80,615064.0,19474.0,3446272.64,3366979.34,79293.3
9192,FFSU,XX,71.0,158.0,23,20122.0,LIPITOR 80,502617.5,15885.0,2780835.2,2719692.24,61142.96
9193,FFSU,XX,71.0,158.0,23,20123.0,LIPITOR 80,229268.5,6967.0,1277222.66,1268956.09,8266.57
9194,FFSU,XX,71.0,158.0,23,20124.0,LIPITOR 80,95933.0,2852.0,541917.17,538303.25,3613.92
9195,FFSU,XX,71.0,158.0,73,20121.0,LIPITOR 80,7809.0,234.0,40779.35,38316.28,2463.07
9196,FFSU,XX,71.0,158.0,73,20122.0,LIPITOR 80,5376.0,158.0,29832.48,28659.34,1173.14
9197,FFSU,XX,71.0,158.0,73,20123.0,LIPITOR 80,2897.0,82.0,15721.42,15646.13,75.29
9198,FFSU,XX,71.0,158.0,73,20124.0,LIPITOR 80,1350.0,35.0,7808.09,7671.67,136.42
9199,FFSU,XX,71.0,158.0,88,20121.0,LIPITOR (A,60.0,2.0,316.87,316.87,0.0
9200,FFSU,XX,71.0,158.0,88,20122.0,LIPITOR (A,30.0,1.0,162.24,162.24,0.0
9201,FFSU,XX,71.0,158.0,92,20121.0,LIPITOR 80,1876.0,97.0,11176.13,11146.13,30.0
9202,FFSU,XX,71.0,158.0,92,20122.0,LIPITOR 80,1668.0,100.0,9903.71,9834.35,69.36
9203,FFSU,XX,71.0,158.0,92,20123.0,LIPITOR 80,839.0,42.0,3737.79,3722.79,15.0
9204,FFSU,XX,71.0,158.0,92,20124.0,LIPITOR 80,993.0,42.0,5762.5,5762.5,0.0
136296,MCOU,XX,71.0,158.0,23,20121.0,LIPITOR 80,69127.14,2379.0,1210421.28,1209550.93,870.35
136297,MCOU,XX,71.0,158.0,23,20122.0,LIPITOR 80,38983.0,1357.0,210300.15,180993.07,29307.08
136298,MCOU,XX,71.0,158.0,23,20123.0,LIPITOR 80,17014.0,591.0,92596.88,90217.54,2379.34
136299,MCOU,XX,71.0,158.0,23,20124.0,LIPITOR 80,12239.0,445.0,59745.74,59614.45,131.29
136300,MCOU,XX,71.0,158.0,73,20121.0,LIPITOR 80,795.0,27.0,5286.91,5280.61,6.3
136301,MCOU,XX,71.0,158.0,73,20122.0,LIPITOR 80,511.0,20.0,2982.34,2001.59,980.75
136302,MCOU,XX,71.0,158.0,73,20123.0,LIPITOR 80,2236.0,75.0,12834.84,12670.32,164.52
136303,MCOU,XX,71.0,158.0,73,20124.0,LIPITOR 80,660.0,22.0,3531.96,3531.96,0.0
136304,MCOU,XX,71.0,158.0,88,20122.0,LIPITOR 80,210.0,3.0,348.56,322.56,26.0
136305,MCOU,XX,71.0,158.0,92,20121.0,LIPITOR 80,4.0,4.0,22.34,22.34,0.0
136306,MCOU,XX,71.0,158.0,92,20122.0,LIPITOR 80,6.0,6.0,28.56,28.56,0.0
136307,MCOU,XX,71.0,158.0,92,20123.0,LIPITOR 80,5.0,5.0,7093.54,7093.54,0.0
136308,MCOU,XX,71.0,158.0,92,20124.0,LIPITOR 80,32.0,18.0,4014.0,4014.0,0.0
